date,Closed PnL_sum,Closed PnL_mean,Closed PnL_median,Size Tokens_sum,Size Tokens_mean,win_mean,trade_count,Sentiment
1970-01-01,10296958.943436,48.74900079269401,0.0,976565644.278293,4623.364978782208,0.4112648183918494,211224,Fear
1970-01-01,10296958.943436,48.74900079269401,0.0,976565644.278293,4623.364978782208,0.4112648183918494,211224,Extreme fear
1970-01-01,10296958.943436,48.74900079269401,0.0,976565644.278293,4623.364978782208,0.4112648183918494,211224,Neutral
1970-01-01,10296958.943436,48.74900079269401,0.0,976565644.278293,4623.364978782208,0.4112648183918494,211224,Greed
1970-01-01,10296958.943436,48.74900079269401,0.0,976565644.278293,4623.364978782208,0.4112648183918494,211224,Extreme greed
